account_id,user_id,account_type,balance,kyc_verified,account_age_days
A871,U590,current,79729,1,51
A872,U591,savings,107195,0,999
A873,U592,savings,37528,0,1282
A874,U593,savings,47499,1,273
A875,U594,savings,209596,1,943
A876,U594,current,162763,1,943
A877,U595,savings,15562,0,348
A878,U596,current,20292,1,256
A879,U596,current,23737,1,256
A880,U597,savings,26910,0,1711
A881,U597,current,5066,0,1711
A882,U598,savings,12911,1,1425
A883,U599,current,218456,1,1284
A884,U600,savings,458350,0,1812
A885,U601,savings,167939,0,286
A886,U601,current,401862,1,286
A887,U602,savings,256475,1,1983
A888,U603,current,173325,1,248
A889,U603,savings,317045,1,248
A890,U604,savings,20484,1,1133
A891,U605,savings,205236,1,210
A892,U606,savings,621507,0,823
A893,U607,savings,212749,0,1366
A894,U608,savings,56107,0,681
A895,U608,current,200263,1,681
A896,U609,current,48102,0,1498
A897,U609,savings,78558,1,1498
A898,U610,savings,225316,0,943
A899,U610,savings,201215,0,943
A900,U611,savings,266398,0,800
A901,U612,savings,99933,1,1253
A902,U612,savings,74882,1,1253
A903,U613,savings,125133,1,257
A904,U614,savings,241730,1,1049
A905,U615,savings,213374,0,1695
A906,U615,current,299252,0,1695
A907,U616,savings,656606,0,1455
A908,U617,current,76923,1,1673
A909,U618,savings,62783,1,350
A910,U618,savings,123654,0,350
A911,U619,current,172494,1,146
A912,U620,current,350308,0,699
A913,U621,current,70029,1,838
A914,U621,savings,25755,0,838
A915,U622,current,16894,0,1233
A916,U622,savings,20293,0,1233
A917,U623,current,400334,0,1067
A918,U623,current,392200,0,1067
A919,U624,current,94782,1,1253
A920,U624,current,128788,0,1253
A921,U625,savings,303581,0,268
A922,U626,savings,19157,0,1539
A923,U626,savings,5175,0,1539
A924,U627,savings,216518,1,1099
A925,U628,savings,423893,1,1427
A926,U629,current,57608,1,1110
A927,U630,current,193660,1,1402
A928,U630,savings,293781,0,1402
A929,U631,current,105967,1,1525
A930,U631,savings,127210,0,1525
A931,U632,savings,71793,1,1707
A932,U632,current,221820,1,1707
A933,U633,current,378728,1,1146
A934,U634,savings,248274,1,1406
A935,U634,savings,119610,1,1406
A936,U635,current,502509,0,118
A937,U635,current,373707,0,118
A938,U636,current,45974,1,394
A939,U637,savings,6075,1,457
A940,U638,current,46422,1,999
A941,U638,savings,66213,1,999
A942,U639,savings,28804,1,1973
A943,U640,current,22917,1,1898
A944,U640,current,11609,1,1898
A945,U641,current,93392,1,586
A946,U641,savings,316540,0,586
A947,U642,current,92712,0,1405
A948,U643,current,154191,1,1208
A949,U643,savings,167650,0,1208
A950,U644,current,171758,1,1245
A951,U644,savings,193983,1,1245
A952,U645,current,62761,0,1444
A953,U646,savings,360772,1,1029
A954,U646,current,462978,1,1029
A955,U647,current,35445,0,1947
A956,U648,savings,123449,1,1782
A957,U648,savings,98307,1,1782
A958,U649,current,24165,1,1196
A959,U650,current,54864,1,361
A960,U651,savings,55887,1,1140
A961,U651,savings,29339,1,1140
A962,U652,savings,219656,1,1615
A963,U653,current,306875,0,112
A964,U653,savings,255621,0,112
A965,U654,savings,366831,1,705
A966,U654,savings,119786,1,705
A967,U655,savings,42460,0,853
A968,U655,savings,104722,0,853
A969,U656,current,223170,0,1395
A970,U656,current,61830,1,1395
A971,U657,current,355788,1,903
A972,U657,savings,833108,1,903
A973,U658,current,22034,0,1478
A974,U659,savings,71441,0,930
A975,U660,savings,65350,0,1491
A976,U661,current,88437,1,887
A977,U661,savings,143924,0,887
A978,U662,savings,23766,1,1935
A979,U662,savings,20707,0,1935
A980,U663,current,38192,1,1090
A981,U664,savings,276279,0,336
A982,U664,savings,83256,0,336
A983,U665,savings,30508,1,1049
A984,U666,current,310147,0,1333
A985,U667,savings,148957,1,1517
A986,U667,current,136955,1,1517
A987,U668,savings,329932,1,1450
A988,U668,savings,148077,1,1450
A989,U669,current,79014,1,1697
A990,U670,current,267519,1,637
A991,U671,current,778049,1,594
A992,U672,current,195436,1,368
A993,U673,current,369487,1,1832
A994,U673,current,215653,0,1832
A995,U674,savings,231029,0,124
A996,U675,current,14805,1,1159
A997,U676,current,136810,0,247
A998,U676,current,42798,0,247
A999,U677,current,17331,0,238
A1000,U678,savings,74574,1,750
A1001,U678,current,94688,0,750
A1002,U679,current,259452,0,105
A1003,U680,current,51268,1,1158
A1004,U681,savings,242892,1,1687
A1005,U682,savings,80732,1,628
A1006,U682,current,510462,1,628
A1007,U683,current,847000,0,1650
A1008,U683,current,513662,1,1650
A1009,U684,current,127285,1,935
A1010,U684,savings,478161,0,935
A1011,U685,savings,69876,0,1774
A1012,U686,savings,36720,1,104
A1013,U687,savings,44633,0,745
A1014,U687,savings,175635,0,745
A1015,U688,savings,199314,0,961
A1016,U689,current,117371,0,1396
A1017,U690,savings,249316,1,359
A1018,U690,current,183867,1,359
A1019,U691,current,53930,0,848
A1020,U692,current,61964,1,1203
A1021,U693,current,381383,1,1351
A1022,U694,savings,225071,1,1937
A1023,U694,savings,409990,1,1937
A1024,U695,savings,154548,1,1401
A1025,U696,savings,99148,1,825
A1026,U697,savings,408593,0,1307
A1027,U697,savings,427128,0,1307
A1028,U698,current,203856,0,1794
A1029,U698,savings,234095,1,1794
A1030,U699,savings,199298,1,316
A1031,U699,current,82259,1,316
A1032,U700,savings,301980,0,964
A1033,U700,current,179215,0,964
A1034,U701,current,191708,1,1454
A1035,U702,savings,52678,1,1403
A1036,U703,current,188392,0,1066
A1037,U704,current,58080,0,366
A1038,U704,current,70171,0,366
A1039,U705,current,153173,0,611
A1040,U705,current,184819,1,611
A1041,U706,savings,431931,1,700
A1042,U706,savings,363671,0,700
A1043,U707,current,182233,1,1495
A1044,U707,savings,53967,0,1495
A1045,U708,savings,270574,0,461
A1046,U708,current,281153,0,461
A1047,U709,current,16677,0,626
A1048,U709,current,34266,1,626
A1049,U710,current,269426,1,897
A1050,U711,savings,72948,0,162
A1051,U711,current,171717,0,162
A1052,U712,savings,284504,0,795
A1053,U712,current,368163,0,795
A1054,U713,current,362117,0,420
A1055,U713,savings,108038,0,420
A1056,U714,savings,260935,0,1436
A1057,U715,savings,132581,0,96
A1058,U715,savings,71872,1,96
A1059,U716,savings,288129,0,1315
A1060,U717,savings,56628,1,526
A1061,U717,savings,15734,0,526
A1062,U718,current,416118,1,1510
A1063,U719,savings,36783,0,1667
A1064,U720,savings,124972,1,181
A1065,U721,savings,317351,0,1540
A1066,U722,savings,74196,1,1758
A1067,U722,current,255333,1,1758
A1068,U723,current,22066,1,1349
A1069,U723,current,5263,1,1349
A1070,U724,current,155100,0,1513
A1071,U725,current,27948,1,254
A1072,U725,current,19587,1,254
A1073,U726,current,283146,1,1169
A1074,U727,savings,331791,0,1320
A1075,U728,current,144869,1,1548
A1076,U729,current,385664,1,979
A1077,U729,current,284917,0,979
A1078,U730,current,53969,0,1740
A1079,U730,current,19569,0,1740
A1080,U731,current,499423,0,899
A1081,U732,savings,128374,1,1726
A1082,U733,savings,24093,0,318
A1083,U734,current,22953,1,1155
A1084,U734,savings,70160,1,1155
A1085,U735,current,86413,1,1333
A1086,U736,savings,22908,1,992
A1087,U736,savings,122499,1,992
A1088,U737,savings,18646,1,1549
A1089,U738,savings,24685,1,162
A1090,U738,current,22139,0,162
A1091,U739,current,585671,0,1683
A1092,U740,savings,409612,0,806
A1093,U740,current,815293,0,806
A1094,U741,current,55774,1,148
A1095,U741,current,89734,0,148
A1096,U742,current,62647,0,1930
A1097,U743,current,8408,0,1915
A1098,U744,savings,8648,1,943
A1099,U745,savings,42719,1,1339
A1100,U745,savings,79731,1,1339
A1101,U746,savings,26443,1,1099
A1102,U746,savings,8061,1,1099
A1103,U747,current,345945,0,1131
A1104,U747,current,311326,1,1131
A1105,U748,savings,542762,0,1960
A1106,U749,savings,106105,0,1907
A1107,U749,savings,68577,1,1907
A1108,U750,current,130999,0,528
A1109,U750,current,312425,0,528
A1110,U751,savings,256588,1,68
A1111,U751,current,315457,0,68
A1112,U752,current,287114,0,1587
A1113,U753,savings,299027,0,487
A1114,U754,savings,189421,1,1528
A1115,U755,savings,31607,1,1282
A1116,U755,savings,73035,1,1282
A1117,U756,savings,567813,1,1263
A1118,U756,savings,600293,0,1263
A1119,U757,current,263200,0,201
A1120,U758,savings,237304,1,914
A1121,U759,current,167405,0,1727
A1122,U760,current,296675,1,477
A1123,U760,savings,488651,1,477
A1124,U761,savings,116502,0,170
A1125,U761,current,170029,0,170
A1126,U762,savings,632889,1,1630
A1127,U763,savings,28048,0,1599
A1128,U764,savings,30771,0,735
A1129,U764,current,15004,1,735
A1130,U765,current,21827,0,1236
A1131,U765,savings,107684,0,1236
A1132,U766,savings,37703,1,1854
A1133,U767,savings,189573,0,1315
A1134,U768,current,89206,0,87
A1135,U768,current,119862,1,87
A1136,U769,current,26936,1,745
A1137,U769,savings,90236,1,745
A1138,U770,savings,254589,0,694
A1139,U770,savings,311992,0,694
A1140,U771,savings,296549,0,161
A1141,U771,current,229454,0,161
A1142,U772,current,65091,0,139
A1143,U772,current,61610,0,139
A1144,U773,current,191250,0,135
A1145,U773,savings,260212,0,135
A1146,U774,current,74725,1,157
A1147,U775,savings,297577,0,1523
A1148,U776,current,555131,1,1038
A1149,U776,savings,181765,1,1038
A1150,U777,savings,260817,1,503
A1151,U777,savings,433953,0,503
A1152,U778,current,174398,0,791
A1153,U779,current,270467,1,296
A1154,U779,current,179974,0,296
A1155,U780,savings,48783,1,1794
A1156,U780,current,45644,1,1794
A1157,U781,savings,46957,1,623
A1158,U781,current,16117,0,623
A1159,U782,savings,72179,0,537
A1160,U782,savings,333760,1,537
A1161,U783,savings,142251,0,1986
A1162,U783,savings,136769,0,1986
A1163,U784,savings,49114,0,1442
A1164,U784,savings,57290,1,1442
A1165,U785,savings,77943,1,466
A1166,U786,current,28485,1,252
A1167,U786,savings,69096,1,252
A1168,U787,savings,384284,0,868
A1169,U788,savings,73398,0,1216
A1170,U788,savings,244222,0,1216
A1171,U789,current,20713,1,1304
A1172,U789,savings,7519,0,1304
A1173,U790,savings,48600,1,1441
A1174,U791,savings,95458,1,1128
A1175,U791,current,314964,1,1128
A1176,U792,savings,10657,1,194
A1177,U793,savings,16683,1,1346
A1178,U794,current,84915,0,706
A1179,U795,savings,20900,0,1511
A1180,U796,current,290812,1,392
A1181,U797,current,68488,0,944
A1182,U798,current,19480,1,1320
A1183,U798,savings,9315,0,1320
A1184,U799,current,323541,0,1807
A1185,U799,current,432181,0,1807
A1186,U800,current,199588,1,769
A1187,U800,current,73956,1,769
A1188,U801,savings,257712,1,749
A1189,U802,current,218778,1,1378
A1190,U803,savings,62410,0,821
A1191,U803,savings,93815,1,821
A1192,U804,current,24042,1,1835
A1193,U805,savings,59597,0,93
A1194,U806,current,117302,1,1292
A1195,U807,savings,29526,1,1611
A1196,U808,savings,35330,0,1851
A1197,U809,current,36930,0,936
A1198,U810,savings,86037,1,742
A1199,U810,current,26337,1,742
A1200,U811,current,459511,0,441
A1201,U811,current,189912,1,441
A1202,U812,current,405041,0,95
A1203,U813,savings,40274,1,37
A1204,U814,current,460725,1,861
A1205,U815,current,50167,1,334
A1206,U815,savings,48863,0,334
A1207,U816,current,286275,1,731
A1208,U816,current,278946,1,731
A1209,U817,savings,675177,0,505
A1210,U817,savings,441475,0,505
A1211,U818,savings,42745,0,1529
A1212,U819,current,260028,1,1166
A1213,U820,savings,183749,1,197
A1214,U821,savings,38811,0,947
A1215,U821,savings,118732,0,947
A1216,U822,savings,53213,1,1505
A1217,U822,savings,254516,1,1505
A1218,U823,savings,28925,1,1212
A1219,U824,current,19489,0,1384
A1220,U825,current,109681,0,121
A1221,U826,savings,64279,0,1868
A1222,U826,current,89869,0,1868
A1223,U827,savings,10996,0,1253
A1224,U828,savings,88230,0,223
A1225,U828,savings,118858,0,223
A1226,U829,current,40145,0,1857
A1227,U829,savings,13658,1,1857
A1228,U830,savings,565831,1,60
A1229,U831,savings,31355,0,1322
A1230,U831,savings,166311,1,1322
A1231,U832,savings,26740,1,390
A1232,U833,current,44934,1,415
A1233,U834,current,50923,1,1908
A1234,U835,current,91099,1,1297
A1235,U836,savings,326958,1,1266
A1236,U837,current,467382,1,1773
A1237,U838,current,437602,1,651
A1238,U838,current,511430,0,651
A1239,U839,current,184264,1,1027
A1240,U839,savings,162257,1,1027
A1241,U840,current,284174,0,1989
A1242,U840,savings,403548,0,1989
A1243,U841,current,209448,0,833
A1244,U842,current,56673,1,737
A1245,U843,savings,64158,0,351
A1246,U843,savings,80580,1,351
A1247,U844,savings,38240,1,1657
A1248,U845,current,280707,1,1326
A1249,U846,savings,23868,1,107
A1250,U847,savings,192396,0,565
A1251,U848,savings,229011,0,1204
A1252,U848,savings,158358,0,1204
A1253,U849,current,105288,0,848
A1254,U849,current,155983,0,848
A1255,U850,current,405989,0,1543
A1256,U850,current,358008,1,1543
A1257,U851,savings,81440,0,1881
A1258,U852,current,8980,0,1577
A1259,U852,savings,12991,1,1577
A1260,U853,savings,398043,0,1212
A1261,U854,current,14691,1,1276
A1262,U854,current,7690,0,1276
A1263,U855,savings,289982,1,1928
A1264,U856,current,56732,0,390
A1265,U857,savings,132191,1,1610
A1266,U857,current,53618,0,1610
A1267,U858,savings,56233,0,1024
A1268,U859,current,525182,0,1826
A1269,U860,current,282873,1,946
A1270,U861,current,54404,0,1689
A1271,U861,current,252395,0,1689
A1272,U862,current,20858,0,704
A1273,U863,savings,19019,1,1907
A1274,U864,current,17020,1,1837
A1275,U865,current,111249,1,566
A1276,U865,current,197307,1,566
A1277,U866,current,187945,1,642
A1278,U866,current,298348,1,642
A1279,U867,savings,54978,0,1804
A1280,U867,current,35763,1,1804
A1281,U868,current,50366,1,1461
A1282,U868,current,74101,0,1461
A1283,U869,savings,86159,0,306
A1284,U869,current,111729,1,306
A1285,U870,savings,74942,0,1002
A1286,U870,savings,68095,0,1002
A1287,U871,current,44651,0,905
A1288,U872,current,42165,0,1958
A1289,U872,savings,285327,0,1958
A1290,U873,current,79705,0,84
A1291,U874,current,23251,1,777
A1292,U875,savings,43605,1,828
A1293,U875,savings,18535,0,828
A1294,U876,current,8310,0,338
A1295,U877,current,538244,1,361
A1296,U878,current,109896,1,188
A1297,U879,current,545910,0,380
A1298,U879,savings,205226,0,380
A1299,U880,current,73705,1,1703
A1300,U880,current,361787,1,1703
A1301,U881,savings,547467,1,1388
A1302,U881,current,244642,1,1388
A1303,U882,savings,437111,1,1774
A1304,U883,current,49174,0,1775
A1305,U883,current,238338,0,1775
A1306,U884,savings,260651,0,998
A1307,U884,savings,242700,0,998
A1308,U885,current,219779,1,386
A1309,U886,savings,17470,0,1232
A1310,U887,savings,225359,1,1827
A1311,U888,savings,20065,1,348
A1312,U889,current,259989,1,505
A1313,U889,savings,287090,0,505
A1314,U890,savings,37684,0,1208
A1315,U890,current,54626,0,1208
A1316,U891,current,165093,0,1148
A1317,U892,savings,341933,0,1868
A1318,U893,savings,140694,0,1716
A1319,U893,savings,533691,1,1716
A1320,U894,current,195561,0,1926
A1321,U895,savings,211784,0,1744
A1322,U895,current,343472,0,1744
A1323,U896,savings,422900,0,230
A1324,U896,savings,446462,1,230
A1325,U897,current,340981,1,848
A1326,U898,savings,547757,1,1504
A1327,U898,current,388308,0,1504
A1328,U899,current,24340,0,411
A1329,U900,savings,267462,0,933
A1330,U901,current,21670,0,1139
A1331,U901,current,38012,0,1139
A1332,U902,current,355997,0,1571
A1333,U902,current,275640,1,1571
A1334,U903,current,90390,0,421
A1335,U903,savings,90529,0,421
A1336,U904,current,544535,0,1829
A1337,U904,savings,81143,0,1829
A1338,U905,current,54122,1,1590
A1339,U905,current,60834,1,1590
A1340,U906,savings,120474,1,619
A1341,U907,savings,58699,1,1235
A1342,U908,current,119969,0,1446
A1343,U908,savings,129673,1,1446
A1344,U909,savings,69886,0,332
A1345,U909,savings,258879,0,332
A1346,U910,current,77462,1,277
A1347,U911,current,13973,1,1939
A1348,U911,current,55499,1,1939
A1349,U912,savings,31558,0,1608
A1350,U912,current,138092,1,1608
A1351,U913,current,199735,1,1019
A1352,U913,savings,120383,1,1019
A1353,U914,savings,302660,1,869
A1354,U914,current,321436,0,869
A1355,U915,current,438891,1,164
A1356,U916,current,65487,1,1465
A1357,U916,savings,27158,1,1465
A1358,U917,savings,70519,1,462
A1359,U918,savings,67287,1,767
A1360,U919,savings,512447,0,1758
A1361,U919,current,486877,0,1758
A1362,U920,current,58297,0,364
A1363,U920,savings,81965,1,364
A1364,U921,savings,126197,0,1267
A1365,U922,savings,35381,0,916
A1366,U923,savings,118831,1,1262
A1367,U924,savings,20143,1,595
A1368,U925,savings,428003,1,618
A1369,U925,current,444893,1,618
A1370,U926,savings,484703,1,712
A1371,U927,current,55396,0,601
A1372,U927,savings,9564,1,601
A1373,U928,current,99386,1,465
A1374,U929,current,266055,0,439
A1375,U929,savings,422415,1,439
A1376,U930,current,602199,1,363
A1377,U931,savings,28447,1,1467
A1378,U931,current,11456,0,1467
A1379,U932,savings,66806,0,1949
A1380,U932,current,70352,1,1949
A1381,U933,current,400796,0,1599
A1382,U934,current,5580,1,736
A1383,U934,current,14513,1,736
A1384,U935,current,84655,1,1080
A1385,U936,savings,79441,0,738
A1386,U936,savings,99256,1,738
A1387,U937,savings,48056,1,1671
A1388,U938,savings,17960,0,1778
A1389,U938,savings,8259,1,1778
A1390,U939,savings,17224,0,78
A1391,U939,savings,40762,0,78
A1392,U940,savings,524489,1,507
A1393,U941,savings,12341,0,344
A1394,U941,savings,25916,1,344
A1395,U942,current,92088,1,1150
A1396,U943,current,13887,1,1454
A1397,U944,current,19320,0,964
A1398,U944,savings,15464,0,964
A1399,U945,savings,11650,1,118
A1400,U946,current,17790,0,1055
A1401,U947,current,22304,1,805
A1402,U948,savings,32368,0,1762
